+-----------+-------+
|    CID    | Value |
| 537039953 |  224  |
| 537040157 |  224  |
| 537050045 |  224  |
| 537044125 |  223  |
| 537050193 |  223  |
| 537045979 |  223  |
| 537038011 |  223  |
| 537038603 |  223  |
| 537046916 |  223  |
| 537038916 |  223  |
| 537047154 |  223  |
| 537048098 |  223  |
| 537031897 |  223  |
| 537032841 |  223  |
| 537033100 |  223  |
| 537049842 |  223  |
| 537043035 |  222  |
| 537035795 |  222  |
| 537037817 |  222  |
| 537047589 |  222  |
| 537038712 |  222  |
| 537047723 |  222  |
| 537048450 |  222  |
| 537039866 |  222  |
| 537041319 |  222  |
| 537033433 |  222  |
| 537050037 |  222  |
| 537050478 |  222  |
| 537049724 |  222  |
| 537041538 |  222  |
| 537035082 |  221  |
| 537035539 |  221  |
| 537036220 |  221  |
| 537046359 |  221  |
| 537030897 |  221  |
| 537049553 |  221  |
| 537042556 |  221  |
| 537043679 |  220  |
| 537037058 |  220  |
| 537047206 |  220  |
| 537047392 |  220  |
| 537039260 |  220  |
| 537039641 |  220  |
| 537040177 |  220  |
| 537049257 |  220  |
| 537049833 |  220  |
| 537050044 |  220  |
| 537033206 |  220  |
| 537048464 |  219  |
| 537043815 |  219  |
| 537037926 |  219  |
| 537048955 |  219  |
| 537038132 |  219  |
| 537048116 |  219  |
| 537048312 |  219  |
| 537048446 |  219  |
| 537040763 |  219  |
| 537033220 |  219  |
| 537041468 |  219  |
| 537042005 |  219  |
| 537036365 |  218  |
| 537039441 |  218  |
| 537050392 |  218  |
| 537040917 |  218  |
| 537033451 |  218  |
| 537042763 |  218  |
| 537044651 |  218  |
| 537043634 |  217  |
| 537035893 |  217  |
| 537035958 |  217  |
| 537045103 |  217  |
| 537045347 |  217  |
| 537033519 |  217  |
| 537038441 |  217  |
| 537041174 |  217  |
| 537035191 |  216  |
| 537043405 |  216  |
| 537035254 |  216  |
| 537035431 |  216  |
| 537037121 |  216  |
| 537047836 |  216  |
| 537040809 |  216  |
| 537043395 |  215  |
| 537040491 |  215  |
| 537036450 |  215  |
| 537037185 |  215  |
| 537045506 |  215  |
| 537037582 |  215  |
| 537047029 |  215  |
| 537047652 |  215  |
| 537031422 |  215  |
| 537032165 |  215  |
| 537032692 |  215  |
| 537041687 |  215  |
| 537033626 |  215  |
| 537050126 |  215  |
| 537034180 |  215  |
| 537045438 |  214  |
| 537043486 |  214  |
| 537035574 |  214  |
| 537044335 |  214  |
| 537036228 |  214  |
| 537039209 |  214  |
| 537038463 |  214  |
| 537039268 |  214  |
| 537048142 |  214  |
| 537048173 |  214  |
| 537032804 |  214  |
| 537033010 |  214  |
| 537041534 |  214  |
| 537049594 |  214  |
| 537044179 |  214  |
| 537036013 |  214  |
| 537050581 |  214  |
| 537033576 |  214  |
| 537041591 |  213  |
| 537037792 |  213  |
| 537037922 |  213  |
| 537046277 |  213  |
| 537030808 |  213  |
| 537040961 |  213  |
| 537040304 |  213  |
| 537048097 |  213  |
| 537049327 |  213  |
| 537041802 |  213  |
| 537041959 |  213  |
| 537042164 |  213  |
| 537050196 |  212  |
| 537038589 |  212  |
| 537047838 |  212  |
| 537039982 |  212  |
| 537036812 |  212  |
| 537041516 |  212  |
| 537041359 |  212  |
| 537050100 |  212  |
| 537041964 |  212  |
| 537040173 |  212  |
| 537050420 |  212  |
| 537048481 |  211  |
| 537033569 |  211  |
| 537035867 |  211  |
| 537044091 |  211  |
| 537033595 |  211  |
| 537036421 |  211  |
| 537041876 |  211  |
| 537049182 |  211  |
| 537031645 |  211  |
| 537037053 |  211  |
| 537037452 |  211  |
| 537037666 |  211  |
| 537038020 |  211  |
| 537046801 |  211  |
| 537047972 |  211  |
| 537048032 |  211  |
| 537039878 |  211  |
| 537040914 |  211  |
| 537049533 |  211  |
| 537041728 |  211  |
| 537050047 |  211  |
| 537041898 |  211  |
| 537042944 |  210  |
| 537043535 |  210  |
| 537035797 |  210  |
| 537047030 |  210  |
| 537044646 |  210  |
| 537036931 |  210  |
| 537030972 |  210  |
| 537040109 |  210  |
| 537048825 |  210  |
| 537033692 |  210  |
| 537034163 |  210  |
| 537042931 |  210  |
| 537035124 |  209  |
| 537044013 |  209  |
| 537037476 |  209  |
| 537046337 |  209  |
| 537033963 |  209  |
| 537042195 |  209  |
| 537030796 |  209  |
| 537048576 |  209  |
| 537033786 |  209  |
| 537033980 |  209  |
| 537048470 |  209  |
| 537040263 |  208  |
| 537036109 |  208  |
| 537044599 |  208  |
| 537046242 |  208  |
| 537039437 |  208  |
| 537047695 |  208  |
| 537039608 |  208  |
| 537047969 |  208  |
| 537039868 |  208  |
| 537048193 |  208  |
| 537034288 |  208  |
| 537031575 |  208  |
| 537032274 |  208  |
| 537041341 |  208  |
| 537050687 |  207  |
| 537037345 |  207  |
| 537037781 |  207  |
| 537039450 |  207  |
| 537042039 |  207  |
| 537042167 |  207  |
| 537050448 |  207  |
| 537048458 |  206  |
| 537035473 |  206  |
| 537036059 |  206  |
| 537030498 |  206  |
| 537035540 |  206  |
| 537047797 |  206  |
| 537031954 |  206  |
| 537048894 |  206  |
| 537033462 |  206  |
| 537041820 |  206  |
| 537041879 |  206  |
| 537050878 |  206  |
| 537035450 |  205  |
| 537030824 |  205  |
| 537037083 |  205  |
| 537037549 |  205  |
| 537047094 |  205  |
| 537039057 |  205  |
| 537046479 |  205  |
| 537040768 |  205  |
| 537049980 |  205  |
| 537050342 |  205  |
| 537045710 |  204  |
| 537036315 |  204  |
| 537040501 |  204  |
| 537046051 |  204  |
| 537037159 |  204  |
| 537037363 |  204  |
| 537049711 |  204  |
| 537038492 |  204  |
| 537049076 |  204  |
| 537030805 |  204  |
| 537047741 |  204  |
| 537031555 |  204  |
| 537040226 |  204  |
| 537040625 |  204  |
| 537049523 |  204  |
| 537042648 |  204  |
| 537036349 |  203  |
| 537046230 |  203  |
| 537030317 |  203  |
| 537030461 |  203  |
| 537039653 |  203  |
| 537048081 |  203  |
| 537048814 |  203  |
| 537048828 |  203  |
| 537032643 |  203  |
| 537041695 |  203  |
| 537043392 |  202  |
| 537047118 |  202  |
| 537043774 |  202  |
| 537035901 |  202  |
| 537036068 |  202  |
| 537049099 |  202  |
| 537043279 |  202  |
| 537038273 |  202  |
| 537038387 |  202  |
| 537047009 |  202  |
| 537040891 |  202  |
| 537044320 |  202  |
| 537031132 |  202  |
| 537047528 |  202  |
| 537039885 |  202  |
| 537049654 |  202  |
| 537043190 |  201  |
| 537044041 |  201  |
| 537044409 |  201  |
| 537036408 |  201  |
| 537044790 |  201  |
| 537037319 |  201  |
| 537032674 |  201  |
| 537038883 |  201  |
| 537044541 |  201  |
| 537030793 |  201  |
| 537030981 |  201  |
| 537039190 |  201  |
| 537039263 |  201  |
| 537047925 |  201  |
| 537048086 |  201  |
| 537039861 |  201  |
| 537040977 |  201  |
| 537039897 |  201  |
| 537041121 |  201  |
| 537041122 |  201  |
| 537033527 |  201  |
| 537050370 |  201  |
| 537042865 |  201  |
| 537042895 |  201  |
| 537035155 |  200  |
| 537043750 |  200  |
| 537036067 |  200  |
| 537036423 |  200  |
| 537039368 |  200  |
| 537039378 |  200  |
| 537030376 |  200  |
| 537031336 |  200  |
| 537040730 |  200  |
| 537050632 |  200  |
| 537042669 |  200  |
| 537033342 |  200  |
| 537050880 |  200  |
| 537043533 |  199  |
| 537043601 |  199  |
| 537043950 |  199  |
| 537044534 |  199  |
| 537036877 |  199  |
| 537030536 |  199  |
| 537039169 |  199  |
| 537039282 |  199  |
| 537023758 |  199  |
| 537048985 |  199  |
| 537040459 |  199  |
| 537050840 |  199  |
| 537041778 |  199  |
| 537041977 |  199  |
| 537031932 |  199  |
| 537043004 |  198  |
| 537043232 |  198  |
| 537036289 |  198  |
| 537040490 |  198  |
| 537040571 |  198  |
| 537043312 |  198  |
| 537045508 |  198  |
| 537049706 |  198  |
| 537039116 |  198  |
| 537047387 |  198  |
| 537042320 |  198  |
| 537031107 |  198  |
| 537031334 |  198  |
| 537031744 |  198  |
| 537040050 |  198  |
| 537035031 |  198  |
| 537048294 |  198  |
| 537042054 |  198  |
| 537043809 |  197  |
| 537049951 |  197  |
| 537041869 |  197  |
| 537049879 |  197  |
| 537038824 |  197  |
| 537031355 |  197  |
| 537040731 |  197  |
| 537049880 |  197  |
| 537050803 |  197  |
| 537035865 |  196  |
| 537045007 |  196  |
| 537038234 |  196  |
| 537041803 |  196  |
| 537039189 |  196  |
| 537039643 |  196  |
| 537039677 |  196  |
| 537048284 |  196  |
| 537032305 |  196  |
| 537040760 |  196  |
| 537042107 |  196  |
| 537050472 |  196  |
| 537042673 |  196  |
| 537043643 |  195  |
| 537035801 |  195  |
| 537036422 |  195  |
| 537037744 |  195  |
| 537046283 |  195  |
| 537038808 |  195  |
| 537041007 |  195  |
| 537047847 |  195  |
| 537048559 |  195  |
| 537041405 |  195  |
| 537041639 |  195  |
| 537049967 |  195  |
| 537041870 |  195  |
| 537050068 |  195  |
| 537037283 |  195  |
| 537050609 |  195  |
| 537042873 |  195  |
| 537037057 |  194  |
| 537036207 |  194  |
| 537036769 |  194  |
| 537045173 |  194  |
| 537040575 |  194  |
| 537041327 |  194  |
| 537049538 |  194  |
| 537035879 |  193  |
| 537044663 |  193  |
| 537050551 |  193  |
| 537039457 |  193  |
| 537048453 |  193  |
| 537041176 |  193  |
| 537031811 |  193  |
| 537049978 |  193  |
| 537035346 |  192  |
| 537044417 |  192  |
| 537043934 |  192  |
| 537044682 |  192  |
| 537034367 |  192  |
| 537040104 |  192  |
| 537037206 |  192  |
| 537046300 |  192  |
| 537031270 |  192  |
| 537039775 |  192  |
| 537032353 |  192  |
| 537041025 |  192  |
| 537041818 |  191  |
| 537036690 |  191  |
| 537039037 |  191  |
| 537038915 |  191  |
| 537039178 |  191  |
| 537048880 |  191  |
| 537031960 |  191  |
| 537033611 |  191  |
| 537033480 |  191  |
| 537039391 |  191  |
| 537042308 |  191  |
| 537043167 |  190  |
| 537044588 |  190  |
| 537040376 |  190  |
| 537031144 |  190  |
| 537038343 |  190  |
| 537030348 |  190  |
| 537047005 |  190  |
| 537038913 |  190  |
| 537038955 |  190  |
| 537048267 |  190  |
| 537037120 |  190  |
| 537040976 |  190  |
| 537042869 |  190  |
| 537041633 |  189  |
| 537043702 |  189  |
| 537047090 |  189  |
| 537047485 |  189  |
| 537035826 |  189  |
| 537039635 |  189  |
| 537048186 |  189  |
| 537040506 |  189  |
| 537049125 |  189  |
| 537041279 |  189  |
| 537050571 |  189  |
| 537049725 |  189  |
| 537043005 |  188  |
| 538247293 |  188  |
| 537035130 |  188  |
| 537044031 |  188  |
| 537036800 |  188  |
| 537037499 |  188  |
| 537036587 |  188  |
| 537037722 |  188  |
| 537046241 |  188  |
| 537038590 |  188  |
| 537039065 |  188  |
| 537039834 |  188  |
| 537041845 |  188  |
| 537039903 |  188  |
| 537043949 |  188  |
| 537041402 |  188  |
| 537038476 |  187  |
| 537040898 |  187  |
| 537047103 |  187  |
| 537039272 |  187  |
| 537031765 |  187  |
| 537032177 |  187  |
| 537048909 |  187  |
| 537041115 |  187  |
| 537027672 |  186  |
| 537036121 |  186  |
| 537045437 |  186  |
| 537045516 |  186  |
| 537038622 |  186  |
| 537038974 |  186  |
| 537047815 |  186  |
| 537033473 |  185  |
| 537035642 |  185  |
| 537037311 |  185  |
| 537045521 |  185  |
| 537037344 |  185  |
| 537036035 |  185  |
| 537037504 |  185  |
| 537045728 |  185  |
| 537037568 |  185  |
| 537037669 |  185  |
| 537031672 |  185  |
| 537048395 |  185  |
| 537040206 |  185  |
| 537040428 |  185  |
| 537033190 |  185  |
| 537049737 |  185  |
| 537040269 |  185  |
| 537050691 |  185  |
| 537041725 |  184  |
| 537036388 |  184  |
| 537038075 |  184  |
| 537042294 |  184  |
| 537030682 |  184  |
| 537048228 |  184  |
| 537040342 |  184  |
| 537049127 |  184  |
| 537040940 |  184  |
| 537042023 |  184  |
| 537034196 |  184  |
| 537042782 |  184  |
| 537043037 |  183  |
| 537043592 |  183  |
| 537036101 |  183  |
| 537037711 |  183  |
| 537033974 |  183  |
| 537038465 |  183  |
| 537041533 |  183  |
| 537048095 |  183  |
| 537047624 |  183  |
| 537032328 |  183  |
| 537034968 |  182  |
| 537044916 |  182  |
| 537046012 |  182  |
| 537038650 |  182  |
| 537031443 |  182  |
| 537040437 |  182  |
| 537040512 |  182  |
| 537049087 |  182  |
| 537032897 |  182  |
| 537049804 |  182  |
| 537034124 |  181  |
| 537037563 |  181  |
| 537046076 |  181  |
| 537038000 |  181  |
| 537048376 |  181  |
| 537040450 |  181  |
| 537032574 |  181  |
| 537037458 |  181  |
| 537041355 |  181  |
| 537030427 |  181  |
| 537049868 |  181  |
| 537050539 |  181  |
| 537034235 |  181  |
| 537032066 |  180  |
| 537049050 |  180  |
| 537043370 |  180  |
| 537045250 |  180  |
| 537043635 |  180  |
| 537050711 |  180  |
| 537036326 |  180  |
| 537042340 |  180  |
| 537050620 |  180  |
| 537047056 |  180  |
| 537033121 |  180  |
| 537034087 |  180  |
| 537049023 |  180  |
| 537035518 |  179  |
| 537045908 |  179  |
| 537032717 |  179  |
| 537038189 |  179  |
| 537049251 |  179  |
| 537039387 |  179  |
| 537039487 |  179  |
| 537046516 |  179  |
| 537041418 |  179  |
| 537036173 |  179  |
| 537049947 |  179  |
| 537041881 |  179  |
| 537038911 |  179  |
| 537042238 |  179  |
| 537038731 |  179  |
| 537050444 |  179  |
| 537042523 |  179  |
| 537035635 |  178  |
| 537037237 |  178  |
| 537039295 |  178  |
| 537039320 |  178  |
| 537031418 |  178  |
| 537031781 |  178  |
| 537040732 |  178  |
| 537037152 |  178  |
| 537049844 |  178  |
| 537033490 |  178  |
| 537041894 |  178  |
| 537049605 |  178  |
| 537042158 |  178  |
| 537035279 |  177  |
| 537036550 |  177  |
| 537036632 |  177  |
| 537030901 |  177  |
| 537039117 |  177  |
| 537040186 |  177  |
| 537032376 |  177  |
| 537034136 |  177  |
| 537038971 |  176  |
| 537035604 |  176  |
| 537035871 |  176  |
| 537037099 |  176  |
| 537031020 |  176  |
| 537035526 |  176  |
| 537047656 |  176  |
| 537035258 |  175  |
| 537036219 |  175  |
| 537050036 |  175  |
| 537032418 |  175  |
| 537037346 |  175  |
| 537045723 |  175  |
| 537037734 |  175  |
| 537038539 |  175  |
| 537038531 |  175  |
| 537034374 |  175  |
| 537040629 |  175  |
| 537041455 |  175  |
| 537050768 |  175  |
| 537035050 |  174  |
| 537044425 |  174  |
| 537035819 |  174  |
| 537036097 |  174  |
| 537038957 |  174  |
| 537038109 |  174  |
| 537038866 |  174  |
| 537039804 |  174  |
| 537039964 |  174  |
| 537040103 |  174  |
| 537048911 |  174  |
| 537049263 |  174  |
| 537042784 |  174  |
| 537043696 |  173  |
| 537043962 |  173  |
| 537044512 |  173  |
| 537038236 |  173  |
| 537031100 |  173  |
| 537048368 |  173  |
| 537034236 |  173  |
| 537049024 |  173  |
| 537045444 |  173  |
| 537050540 |  173  |
| 537047121 |  173  |
| 537047101 |  172  |
| 537035535 |  172  |
| 537044012 |  172  |
| 537036723 |  172  |
| 537036893 |  172  |
| 537037679 |  172  |
| 537032568 |  172  |
| 537038784 |  172  |
| 537031283 |  172  |
| 537032870 |  172  |
| 537042133 |  172  |
| 537040100 |  172  |
| 537042799 |  172  |
| 537044454 |  171  |
| 537044686 |  171  |
| 537041941 |  171  |
| 537046285 |  171  |
| 537048501 |  171  |
| 537032521 |  171  |
| 537030504 |  170  |
| 537036232 |  170  |
| 537037090 |  170  |
| 537037130 |  170  |
| 537032582 |  170  |
| 537031223 |  170  |
| 537047977 |  170  |
| 537049490 |  170  |
| 537032128 |  170  |
| 537048708 |  170  |
| 537040965 |  170  |
| 537033277 |  170  |
| 537049698 |  170  |
| 537042111 |  170  |
| 537030705 |  170  |
| 537042786 |  170  |
| 537043745 |  169  |
| 537044403 |  169  |
| 537038921 |  169  |
| 537039522 |  169  |
| 537050573 |  169  |
| 537049082 |  169  |
| 537049348 |  169  |
| 537041357 |  169  |
| 537041671 |  169  |
| 537031842 |  168  |
| 537044097 |  168  |
| 537047945 |  168  |
| 537031804 |  168  |
| 537040067 |  168  |
| 537049506 |  168  |
| 537038639 |  168  |
| 537033218 |  168  |
| 537034169 |  167  |
| 537033516 |  167  |
| 537035823 |  167  |
| 537040783 |  167  |
| 537038390 |  167  |
| 537039002 |  167  |
| 537036363 |  167  |
| 537040112 |  167  |
| 537040576 |  167  |
| 537041298 |  167  |
| 537041571 |  167  |
| 537038716 |  167  |
| 537034286 |  167  |
| 537050858 |  167  |
| 537042863 |  167  |
| 537034785 |  166  |
| 537035770 |  166  |
| 537035164 |  166  |
| 537037009 |  166  |
| 537034417 |  166  |
| 537030804 |  166  |
| 537047547 |  166  |
| 537047670 |  166  |
| 537032812 |  166  |
| 537039634 |  166  |
| 537040297 |  166  |
| 537033129 |  166  |
| 537041608 |  166  |
| 537041734 |  166  |
| 537041746 |  166  |
| 537041901 |  166  |
| 537041929 |  166  |
| 537034739 |  166  |
| 537034315 |  165  |
| 537049835 |  165  |
| 537040884 |  165  |
| 537045911 |  165  |
| 537045348 |  165  |
| 537039738 |  165  |
| 537040435 |  165  |
| 537032578 |  165  |
| 537049260 |  165  |
| 537050178 |  165  |
| 537042416 |  165  |
| 537034620 |  165  |
| 537035391 |  164  |
| 537035931 |  164  |
| 537035944 |  164  |
| 537044173 |  164  |
| 537044410 |  164  |
| 537048309 |  164  |
| 537044975 |  164  |
| 537045943 |  164  |
| 537029921 |  164  |
| 537037933 |  164  |
| 537030395 |  164  |
| 537038723 |  164  |
| 537030538 |  164  |
| 537039327 |  164  |
| 537039620 |  164  |
| 537046486 |  164  |
| 537048278 |  164  |
| 537049679 |  164  |
| 537050575 |  164  |
| 537050767 |  164  |
| 537034834 |  163  |
| 537035256 |  163  |
| 537044539 |  163  |
| 537037554 |  163  |
| 537044285 |  163  |
| 537040033 |  163  |
| 537049548 |  163  |
| 537050651 |  163  |
| 537036538 |  162  |
| 537045255 |  162  |
| 537045291 |  162  |
| 537037942 |  162  |
| 537047388 |  162  |
| 537039300 |  162  |
| 537047935 |  162  |
| 537048783 |  162  |
| 537033145 |  162  |
| 537050029 |  162  |
| 537042316 |  162  |
| 537042805 |  162  |
| 537034970 |  161  |
| 537043221 |  161  |
| 537043495 |  161  |
| 537035734 |  161  |
| 537032405 |  161  |
| 537049958 |  161  |
| 537040403 |  161  |
| 537044606 |  161  |
| 537036457 |  161  |
| 537047588 |  161  |
| 537038965 |  161  |
| 537030863 |  161  |
| 537039241 |  161  |
| 537041009 |  161  |
| 537047864 |  161  |
| 537040404 |  161  |
| 537033079 |  161  |
| 537042874 |  161  |
| 537039773 |  160  |
| 537037088 |  160  |
| 537037783 |  160  |
| 537037881 |  160  |
| 537047586 |  160  |
| 537042123 |  160  |
| 537047208 |  160  |
| 537047840 |  160  |
| 537050650 |  160  |
| 537040266 |  160  |
| 537048971 |  160  |
| 537041311 |  160  |
| 537027722 |  160  |
| 537041966 |  160  |
| 537034021 |  160  |
| 537043017 |  159  |
| 537035873 |  159  |
| 537036250 |  159  |
| 537044677 |  159  |
| 537048672 |  159  |
| 537050359 |  159  |
| 537042365 |  159  |
| 537047811 |  159  |
| 537032145 |  159  |
| 537032728 |  159  |
| 537049620 |  159  |
| 537033798 |  159  |
| 537036096 |  158  |
| 537036233 |  158  |
| 537030467 |  158  |
| 537032346 |  158  |
| 537041603 |  158  |
| 537050016 |  158  |
| 537034582 |  158  |
| 537042815 |  158  |
| 537048385 |  158  |
| 537043144 |  157  |
| 538247375 |  157  |
| 537040723 |  157  |
| 537038321 |  157  |
| 537047038 |  157  |
| 537047901 |  157  |
| 537048214 |  157  |
| 537048695 |  157  |
| 537048956 |  157  |
| 537035947 |  157  |
| 537042125 |  157  |
| 537046905 |  157  |
| 537042762 |  157  |
| 537034964 |  156  |
| 537037955 |  156  |
| 537046235 |  156  |
| 537040133 |  156  |
| 537038794 |  156  |
| 538247292 |  155  |
| 537040623 |  155  |
| 537036753 |  155  |
| 537035168 |  155  |
| 537037457 |  155  |
| 537038440 |  155  |
| 537039328 |  155  |
| 537036768 |  155  |
| 537039821 |  155  |
| 537031924 |  155  |
| 537048855 |  155  |
| 537032631 |  155  |
| 537033095 |  155  |
| 537050195 |  155  |
| 537033826 |  155  |
| 537042484 |  155  |
| 537036542 |  155  |
| 537044389 |  154  |
| 537046083 |  154  |
| 537037228 |  154  |
| 537037343 |  154  |
| 537046199 |  154  |
| 537030337 |  154  |
| 537031618 |  154  |
| 537040070 |  154  |
| 537015616 |  154  |
| 537047057 |  154  |
| 537040183 |  154  |
| 537040773 |  154  |
| 537039813 |  154  |
| 537042560 |  154  |
| 537049349 |  154  |
| 537037220 |  154  |
| 537033560 |  154  |
| 537041541 |  154  |
| 537043012 |  153  |
| 537045015 |  153  |
| 537038052 |  153  |
| 537047066 |  153  |
| 537030769 |  153  |
| 537031018 |  153  |
| 537039348 |  153  |
| 537039938 |  153  |
| 537040474 |  153  |
| 537037109 |  153  |
| 537032696 |  153  |
| 537050423 |  153  |
| 537043294 |  152  |
| 537035732 |  152  |
| 537035959 |  152  |
| 537038106 |  152  |
| 537031058 |  152  |
| 537048178 |  152  |
| 537033978 |  152  |
| 537042244 |  152  |
| 537048369 |  152  |
| 537043332 |  151  |
| 537036281 |  151  |
| 537040766 |  151  |
| 537046514 |  151  |
| 537038461 |  151  |
| 537030724 |  151  |
| 537047124 |  151  |
| 537039143 |  151  |
| 537047892 |  151  |
| 537047965 |  151  |
| 537048103 |  151  |
| 537048233 |  151  |
| 537048254 |  151  |
| 537040158 |  151  |
| 537040362 |  151  |
| 537040693 |  151  |
| 537050802 |  151  |
| 537041082 |  151  |
| 537041264 |  151  |
| 537049684 |  151  |
| 537041761 |  151  |
| 537035583 |  150  |
| 537043918 |  150  |
| 537036025 |  150  |
| 537043353 |  150  |
| 537038025 |  150  |
| 537047410 |  150  |
| 537039595 |  150  |
| 537043688 |  150  |
| 537040015 |  150  |
| 537045193 |  150  |
| 537031935 |  150  |
| 537048383 |  150  |
| 537040473 |  150  |
| 537040787 |  150  |
| 537042793 |  150  |
| 537043126 |  149  |
| 537043273 |  149  |
| 537043902 |  149  |
| 537044258 |  149  |
| 537045012 |  149  |
| 537045342 |  149  |
| 537038426 |  149  |
| 537030604 |  149  |
| 537048391 |  149  |
| 537040800 |  149  |
| 537041182 |  149  |
| 537042561 |  149  |
| 538247283 |  148  |
| 537043713 |  148  |
| 537036953 |  148  |
| 537045316 |  148  |
| 537037341 |  148  |
| 537033366 |  148  |
| 537032039 |  148  |
| 537040570 |  148  |
| 537048792 |  148  |
| 537032478 |  148  |
| 537040698 |  148  |
| 537049739 |  148  |
| 537049825 |  148  |
| 537043459 |  147  |
| 537043788 |  147  |
| 537050005 |  147  |
| 537046358 |  147  |
| 537030281 |  147  |
| 537030440 |  147  |
| 537041100 |  147  |
| 537047654 |  147  |
| 537038041 |  147  |
| 537048881 |  147  |
| 537032173 |  147  |
| 537038647 |  147  |
| 537042424 |  147  |
| 537043267 |  146  |
| 537047475 |  146  |
| 537045889 |  146  |
| 537038294 |  146  |
| 537046913 |  146  |
| 537047705 |  146  |
| 537040190 |  146  |
| 537041267 |  146  |
| 537033267 |  146  |
| 537050019 |  146  |
| 537034103 |  146  |
| 537031944 |  146  |
| 537036496 |  145  |
| 537036438 |  145  |
| 537036456 |  145  |
| 537047013 |  145  |
| 537038888 |  145  |
| 537047976 |  145  |
| 537031679 |  145  |
| 537032755 |  145  |
| 537040292 |  145  |
| 537048779 |  145  |
| 537048802 |  145  |
| 537030398 |  145  |
| 537041706 |  145  |
| 537034340 |  145  |
| 537040195 |  145  |
| 537043275 |  144  |
| 537044538 |  144  |
| 537040724 |  144  |
| 537039414 |  144  |
| 537047724 |  144  |
| 537033476 |  144  |
| 537049606 |  144  |
| 537035437 |  143  |
| 537040591 |  143  |
| 537037276 |  143  |
| 537037393 |  143  |
| 537038125 |  143  |
| 537031220 |  143  |
| 537038150 |  143  |
| 537049733 |  143  |
| 537041790 |  143  |
| 537047449 |  143  |
| 537043341 |  142  |
| 537043849 |  142  |
| 537035975 |  142  |
| 537044193 |  142  |
| 537050848 |  142  |
| 537036261 |  142  |
| 537032351 |  142  |
| 537033557 |  142  |
| 537037465 |  142  |
| 537037849 |  142  |
| 537031496 |  142  |
| 537032059 |  142  |
| 537040626 |  142  |
| 537049355 |  142  |
| 537033232 |  142  |
| 537042315 |  142  |
| 537042801 |  142  |
| 537036417 |  141  |
| 537042000 |  141  |
| 537037648 |  141  |
| 537047559 |  141  |
| 537038951 |  141  |
| 537031017 |  141  |
| 537039746 |  141  |
| 537048313 |  141  |
| 537048606 |  141  |
| 537032350 |  141  |
| 537040696 |  141  |
| 537040831 |  141  |
| 537041532 |  141  |
| 537049964 |  141  |
| 537050611 |  141  |
| 537050740 |  141  |
| 537050798 |  141  |
| 537035640 |  140  |
| 537035803 |  140  |
| 537035984 |  140  |
| 537037571 |  140  |
| 537038546 |  140  |
| 537030860 |  140  |
| 537048231 |  140  |
| 537050717 |  140  |
| 537049330 |  140  |
| 537035963 |  140  |
| 537044356 |  139  |
| 537035129 |  139  |
| 537043678 |  139  |
| 537044478 |  139  |
| 537044826 |  139  |
| 537036879 |  139  |
| 537037026 |  139  |
| 537045324 |  139  |
| 537038142 |  139  |
| 537030634 |  139  |
| 537050657 |  139  |
| 537040876 |  139  |
| 537040878 |  139  |
| 537041520 |  139  |
| 537049740 |  139  |
| 537048180 |  139  |
| 537042094 |  139  |
| 537047015 |  139  |
| 537034980 |  138  |
| 537043732 |  138  |
| 537036204 |  138  |
| 537036915 |  138  |
| 537042095 |  138  |
| 537038089 |  138  |
| 537035820 |  138  |
| 537031092 |  138  |
| 537031790 |  138  |
| 537044172 |  137  |
| 537036508 |  137  |
| 537037824 |  137  |
| 537046576 |  137  |
| 537039806 |  137  |
| 537049558 |  137  |
| 537041823 |  137  |
| 537050265 |  137  |
| 537034488 |  137  |
| 537042981 |  136  |
| 537043971 |  136  |
| 537044142 |  136  |
| 537044164 |  136  |
| 537040901 |  136  |
| 537046281 |  136  |
| 537030544 |  136  |
| 537038886 |  136  |
| 537047496 |  136  |
| 537030927 |  136  |
| 537031568 |  136  |
| 537048311 |  136  |
| 537048575 |  136  |
| 537032933 |  136  |
| 537034532 |  136  |
| 537042068 |  136  |
| 537049961 |  136  |
| 537036027 |  135  |
| 537046267 |  135  |
| 537031683 |  135  |
| 537030835 |  135  |
| 537048668 |  135  |
| 537049331 |  135  |
| 537043142 |  134  |
| 537043224 |  134  |
| 537043387 |  134  |
| 537035408 |  134  |
| 537032280 |  134  |
| 537037994 |  134  |
| 537038688 |  134  |
| 537031115 |  134  |
| 537049292 |  134  |
| 537040771 |  134  |
| 537040860 |  134  |
| 537044675 |  133  |
| 537045248 |  133  |
| 537038053 |  133  |
| 537046694 |  133  |
| 537030802 |  133  |
| 537039644 |  133  |
| 537039710 |  133  |
| 537042804 |  133  |
| 537041386 |  133  |
| 537050562 |  133  |
| 537040137 |  133  |
| 537042792 |  133  |
| 537035840 |  132  |
| 537044647 |  132  |
| 537046029 |  132  |
| 537037995 |  132  |
| 537040880 |  132  |
| 537038823 |  132  |
| 537038867 |  132  |
| 537031096 |  132  |
| 537049297 |  132  |
| 537049407 |  132  |
| 537049466 |  132  |
| 537033363 |  132  |
| 537049545 |  132  |
| 537041618 |  132  |
| 537042055 |  132  |
| 537042098 |  132  |
| 537042553 |  132  |
| 537043999 |  131  |
| 537044670 |  131  |
| 537040923 |  131  |
| 537037759 |  131  |
| 537039575 |  131  |
| 537039669 |  131  |
| 537031955 |  131  |
| 537048371 |  131  |
| 537045319 |  131  |
| 537040883 |  131  |
