+-----------+-------+
|    CID    | Value |
| 537043102 |  349  |
| 537032445 |  349  |
| 537037302 |  349  |
| 537039705 |  349  |
| 537034238 |  349  |
| 537038186 |  348  |
| 537038263 |  348  |
| 537031570 |  348  |
| 537049255 |  348  |
| 537047359 |  347  |
| 537045213 |  347  |
| 537045899 |  347  |
| 537038163 |  347  |
| 537031797 |  347  |
| 537040523 |  347  |
| 537033341 |  347  |
| 537041543 |  347  |
| 537041693 |  347  |
| 537050480 |  347  |
| 537034400 |  347  |
| 537038429 |  346  |
| 537036157 |  346  |
| 537031245 |  346  |
| 537030272 |  346  |
| 537041458 |  346  |
| 537034432 |  346  |
| 537043333 |  345  |
| 537047474 |  345  |
| 537040725 |  345  |
| 537047210 |  345  |
| 537048323 |  345  |
| 537049582 |  345  |
| 537049563 |  345  |
| 537036009 |  344  |
| 537036092 |  344  |
| 537033725 |  344  |
| 537047550 |  344  |
| 537039910 |  344  |
| 537041769 |  344  |
| 537034234 |  343  |
| 537031119 |  343  |
| 537037334 |  343  |
| 537048981 |  343  |
| 537032284 |  343  |
| 537041760 |  343  |
| 537047957 |  343  |
| 537045313 |  343  |
| 537040791 |  343  |
| 537041546 |  343  |
| 537036335 |  342  |
| 537031971 |  342  |
| 537030555 |  342  |
| 537048039 |  342  |
| 537048687 |  342  |
| 537043958 |  342  |
| 537049258 |  342  |
| 537049343 |  342  |
| 537042685 |  342  |
| 537037198 |  342  |
| 537044625 |  341  |
| 537036718 |  341  |
| 537045564 |  341  |
| 537037900 |  341  |
| 537038110 |  341  |
| 537046698 |  341  |
| 537049531 |  341  |
| 537040330 |  340  |
| 537044521 |  340  |
| 537040587 |  340  |
| 537047616 |  340  |
| 537046500 |  340  |
| 537038500 |  340  |
| 537031638 |  340  |
| 537048947 |  340  |
| 537042200 |  340  |
| 537035440 |  339  |
| 537037425 |  339  |
| 537038342 |  339  |
| 537030380 |  339  |
| 537043985 |  339  |
| 537031229 |  339  |
| 537047808 |  339  |
| 537048780 |  339  |
| 537031780 |  339  |
| 537033308 |  339  |
| 537044505 |  338  |
| 537044688 |  338  |
| 537036746 |  338  |
| 537049265 |  338  |
| 537038368 |  338  |
| 537030895 |  338  |
| 537039398 |  338  |
| 537042367 |  338  |
| 537035747 |  337  |
| 537046425 |  337  |
| 537046914 |  337  |
| 537039137 |  337  |
| 537047500 |  337  |
| 537031192 |  337  |
| 537048036 |  337  |
| 537032562 |  337  |
| 537049284 |  337  |
| 537034422 |  337  |
| 537037211 |  336  |
| 537030704 |  336  |
| 537041308 |  336  |
| 537033142 |  336  |
| 537033358 |  336  |
| 537038692 |  336  |
| 537050287 |  336  |
| 537043130 |  335  |
| 537047105 |  335  |
| 537044429 |  335  |
| 537048529 |  335  |
| 537041903 |  335  |
| 537037253 |  335  |
| 537038100 |  335  |
| 537039509 |  335  |
| 537039611 |  335  |
| 537045724 |  335  |
| 537050414 |  335  |
| 537042933 |  335  |
| 537035131 |  334  |
| 537043668 |  334  |
| 537037653 |  334  |
| 537039234 |  334  |
| 537047831 |  334  |
| 537048502 |  334  |
| 537034269 |  334  |
| 537035559 |  333  |
| 537048020 |  333  |
| 537032531 |  333  |
| 537049572 |  333  |
| 537041569 |  333  |
| 537042814 |  333  |
| 537043551 |  332  |
| 537032185 |  332  |
| 537011341 |  332  |
| 537038185 |  332  |
| 537038631 |  332  |
| 537031722 |  332  |
| 537030368 |  332  |
| 537041354 |  332  |
| 537033299 |  332  |
| 537049714 |  332  |
| 537049993 |  332  |
| 537033475 |  331  |
| 537040270 |  331  |
| 537038756 |  331  |
| 537043028 |  330  |
| 537035097 |  330  |
| 537035243 |  330  |
| 537046491 |  330  |
| 537031440 |  330  |
| 537041711 |  330  |
| 537047775 |  330  |
| 537047824 |  330  |
| 537040326 |  330  |
| 537041390 |  330  |
| 537042474 |  330  |
| 537042562 |  330  |
| 537042880 |  330  |
| 537035673 |  329  |
| 537040212 |  329  |
| 537041358 |  329  |
| 537043936 |  328  |
| 537044662 |  328  |
| 537045524 |  328  |
| 537041042 |  328  |
| 537050498 |  328  |
| 537034299 |  328  |
| 537048183 |  327  |
| 537038112 |  327  |
| 537038475 |  327  |
| 537047596 |  327  |
| 537031255 |  327  |
| 537032116 |  327  |
| 537040569 |  327  |
| 537044028 |  327  |
| 537048170 |  327  |
| 537033442 |  326  |
| 537035690 |  326  |
| 537036181 |  326  |
| 537036641 |  326  |
| 537039044 |  326  |
| 537049144 |  326  |
| 537040268 |  326  |
| 537040517 |  326  |
| 537032344 |  326  |
| 537049551 |  326  |
| 537042821 |  326  |
| 537034648 |  326  |
| 537045934 |  325  |
| 537048707 |  325  |
| 537030278 |  325  |
| 537033657 |  325  |
| 537046904 |  325  |
| 537034140 |  325  |
| 537036098 |  324  |
| 537038629 |  324  |
| 537038895 |  324  |
| 537044535 |  324  |
| 537030775 |  324  |
| 537039489 |  324  |
| 537033284 |  324  |
| 537037196 |  323  |
| 537038738 |  323  |
| 537032743 |  323  |
| 537049513 |  323  |
| 537035637 |  322  |
| 537036260 |  322  |
| 537030429 |  322  |
| 537047924 |  322  |
| 537039925 |  322  |
| 537035314 |  321  |
| 537036287 |  321  |
| 537045254 |  321  |
| 537037612 |  321  |
| 537050383 |  321  |
| 537038564 |  321  |
| 537039642 |  321  |
| 537041716 |  321  |
| 537048308 |  321  |
| 537044765 |  320  |
| 537040828 |  320  |
| 537039967 |  320  |
| 537038742 |  320  |
| 537044205 |  319  |
| 537044475 |  319  |
| 537037230 |  319  |
| 537042235 |  319  |
| 537048478 |  319  |
| 537035828 |  318  |
| 537036389 |  318  |
| 537044848 |  318  |
| 537046303 |  318  |
| 537040396 |  318  |
| 537016146 |  318  |
| 537035078 |  317  |
| 537044319 |  317  |
| 537037813 |  317  |
| 537033213 |  317  |
| 537040014 |  317  |
| 537031862 |  316  |
| 537041629 |  316  |
| 537030829 |  315  |
| 537047717 |  315  |
| 537046203 |  315  |
| 537048343 |  315  |
| 537040904 |  315  |
| 537037202 |  315  |
| 537049822 |  315  |
| 537043715 |  314  |
| 537037400 |  314  |
| 537038708 |  314  |
| 537030557 |  314  |
| 537039718 |  314  |
| 537049248 |  314  |
| 537049186 |  314  |
| 537041198 |  314  |
| 537033179 |  314  |
| 537044987 |  313  |
| 537044853 |  313  |
| 537038518 |  313  |
| 537040256 |  313  |
| 537045420 |  313  |
| 537033732 |  313  |
| 537044317 |  312  |
| 537037300 |  312  |
| 537040201 |  312  |
| 537047224 |  312  |
| 537040228 |  311  |
| 537035345 |  311  |
| 537035948 |  311  |
| 537036476 |  311  |
| 537038048 |  311  |
| 537040972 |  311  |
| 537048786 |  311  |
| 537046309 |  311  |
| 538247363 |  310  |
| 537044657 |  310  |
| 537044690 |  310  |
| 537045872 |  310  |
| 537046314 |  310  |
| 537038684 |  310  |
| 537039978 |  310  |
| 537040276 |  310  |
| 537049988 |  310  |
| 537030477 |  310  |
| 537038939 |  309  |
| 537047611 |  309  |
| 537048286 |  309  |
| 537032036 |  309  |
| 537050012 |  308  |
| 537036549 |  308  |
| 537044758 |  308  |
| 537037098 |  308  |
| 537037569 |  308  |
| 537040193 |  308  |
| 537043883 |  308  |
| 537049005 |  308  |
| 537049771 |  308  |
| 537050249 |  308  |
| 537033507 |  307  |
| 537032719 |  307  |
| 537045450 |  307  |
| 537045734 |  307  |
| 537031768 |  307  |
| 537050385 |  307  |
| 537038122 |  307  |
| 537038746 |  307  |
| 537048545 |  306  |
| 537037863 |  306  |
| 537045246 |  306  |
| 537038759 |  306  |
| 537047122 |  306  |
| 537050574 |  306  |
| 537048937 |  306  |
| 537033150 |  306  |
| 537033167 |  306  |
| 537050707 |  306  |
| 537042559 |  306  |
| 537042838 |  306  |
| 537040271 |  305  |
| 537043416 |  305  |
| 537043420 |  305  |
| 537018866 |  305  |
| 537044616 |  305  |
| 537040563 |  305  |
| 537037000 |  305  |
| 537037365 |  305  |
| 537037532 |  305  |
| 537048117 |  305  |
| 537048078 |  305  |
| 537048901 |  305  |
| 537042226 |  305  |
| 537049841 |  304  |
| 538247427 |  304  |
| 537042449 |  304  |
| 537037978 |  304  |
| 537030862 |  304  |
| 537047981 |  304  |
| 537048016 |  304  |
| 537048195 |  304  |
| 537032178 |  304  |
| 537040792 |  304  |
| 537042099 |  304  |
| 537042951 |  303  |
| 537043265 |  303  |
| 537045802 |  303  |
| 537044302 |  303  |
| 537044927 |  303  |
| 537038474 |  303  |
| 537040916 |  303  |
| 537032892 |  303  |
| 537049575 |  303  |
| 537042889 |  303  |
| 537044545 |  302  |
| 537037442 |  302  |
| 537038544 |  302  |
| 537039366 |  302  |
| 537039382 |  302  |
| 537039612 |  302  |
| 537047823 |  302  |
| 537048676 |  302  |
| 537048564 |  302  |
| 537046308 |  302  |
| 537050217 |  302  |
| 537042883 |  302  |
| 537044972 |  301  |
| 537045381 |  301  |
| 537037242 |  301  |
| 537046024 |  301  |
| 537038803 |  301  |
| 537033634 |  301  |
| 537050219 |  301  |
| 537043421 |  300  |
| 537040117 |  300  |
| 537041667 |  300  |
| 537049965 |  300  |
| 537050109 |  300  |
| 537048829 |  300  |
| 537050250 |  300  |
| 537034332 |  300  |
| 537043926 |  299  |
| 537045339 |  299  |
| 537037998 |  299  |
| 537039407 |  299  |
| 537049603 |  299  |
| 537036155 |  298  |
| 537044618 |  298  |
| 537037639 |  298  |
| 537039512 |  298  |
| 537031327 |  298  |
| 537040761 |  298  |
| 537044629 |  298  |
| 537048181 |  298  |
| 537035657 |  298  |
| 537035632 |  297  |
| 537038046 |  297  |
| 537039497 |  297  |
| 537039236 |  297  |
| 537033035 |  297  |
| 537049625 |  297  |
| 537030529 |  297  |
| 537048424 |  296  |
| 537019069 |  296  |
| 537037236 |  296  |
| 537046288 |  296  |
| 537038578 |  296  |
| 537039253 |  296  |
| 537039458 |  296  |
| 537039839 |  296  |
| 537042122 |  296  |
| 537037944 |  295  |
| 537047730 |  295  |
| 537031616 |  295  |
| 537033234 |  295  |
| 537050061 |  295  |
| 537034663 |  295  |
| 537035748 |  294  |
| 537044644 |  294  |
| 537032426 |  294  |
| 537046326 |  294  |
| 537047633 |  294  |
| 537048942 |  294  |
| 537040912 |  294  |
| 537049294 |  294  |
| 537049385 |  294  |
| 537049468 |  294  |
| 537035647 |  293  |
| 537035908 |  293  |
| 537036993 |  293  |
| 537040427 |  293  |
| 537048035 |  293  |
| 537049196 |  293  |
| 537032908 |  293  |
| 537034826 |  293  |
| 537042826 |  293  |
| 537050315 |  292  |
| 537036559 |  292  |
| 537040845 |  292  |
| 537033608 |  292  |
| 537042476 |  292  |
| 537034483 |  292  |
| 537036082 |  291  |
| 537036716 |  291  |
| 537031708 |  291  |
| 537048578 |  291  |
| 537033077 |  291  |
| 537049487 |  291  |
| 537033128 |  291  |
| 537041445 |  291  |
| 537033996 |  291  |
| 537041383 |  291  |
| 537035413 |  290  |
| 537036316 |  290  |
| 537045303 |  290  |
| 537045440 |  290  |
| 537040755 |  290  |
| 537036724 |  290  |
| 537032647 |  290  |
| 537049395 |  290  |
| 537037266 |  290  |
| 537041666 |  290  |
| 537049546 |  290  |
| 537032124 |  290  |
| 537033973 |  290  |
| 537042240 |  290  |
| 537045907 |  289  |
| 537043463 |  289  |
| 537038111 |  289  |
| 537038958 |  289  |
| 537039107 |  289  |
| 537049743 |  289  |
| 537042765 |  288  |
| 537043909 |  288  |
| 537038251 |  288  |
| 537049537 |  288  |
| 537045932 |  287  |
| 537037460 |  287  |
| 537038547 |  287  |
| 537048126 |  287  |
| 537042702 |  287  |
| 537036441 |  286  |
| 537050314 |  286  |
| 537038434 |  286  |
| 537039902 |  286  |
| 537033202 |  286  |
| 537047648 |  286  |
| 537050552 |  286  |
| 537042803 |  286  |
| 537034088 |  285  |
| 537039133 |  285  |
| 537031077 |  285  |
| 537047849 |  285  |
| 537031624 |  285  |
| 537045936 |  285  |
| 537048120 |  285  |
| 537032334 |  285  |
| 537040790 |  285  |
| 537032894 |  285  |
| 537041323 |  285  |
| 537035537 |  284  |
| 537037129 |  284  |
| 537038863 |  284  |
| 537040767 |  284  |
| 537049115 |  284  |
| 537041422 |  284  |
| 537033758 |  284  |
| 537034445 |  284  |
| 537042703 |  284  |
| 537042771 |  284  |
| 537043761 |  283  |
| 537036368 |  283  |
| 537036857 |  283  |
| 537048851 |  283  |
| 537037923 |  283  |
| 537039110 |  283  |
| 537050557 |  283  |
| 537035930 |  283  |
| 537044740 |  282  |
| 537044777 |  282  |
| 537045333 |  282  |
| 537046210 |  282  |
| 537039220 |  282  |
| 537039673 |  282  |
| 537041046 |  282  |
| 537040643 |  282  |
| 537040662 |  282  |
| 537033159 |  282  |
| 537041109 |  282  |
| 537035943 |  281  |
| 537044620 |  281  |
| 537038018 |  281  |
| 537030287 |  281  |
| 537039224 |  281  |
| 537042392 |  281  |
| 537040153 |  281  |
| 537040380 |  281  |
| 537048587 |  281  |
| 537041511 |  281  |
| 537041848 |  281  |
| 537047079 |  280  |
| 537043885 |  280  |
| 537042990 |  280  |
| 537040364 |  280  |
| 537037208 |  280  |
| 537047650 |  280  |
| 537047389 |  280  |
| 537037011 |  280  |
| 537040697 |  280  |
| 537048992 |  280  |
| 537050774 |  280  |
| 537043602 |  279  |
| 537044090 |  279  |
| 537035909 |  279  |
| 537044158 |  279  |
| 537032172 |  279  |
| 537046672 |  279  |
| 537033410 |  279  |
| 537049655 |  279  |
| 537042381 |  279  |
| 537034585 |  279  |
| 537036078 |  278  |
| 537039094 |  278  |
| 537039135 |  278  |
| 537047585 |  278  |
| 537039599 |  278  |
| 537040944 |  278  |
| 537050082 |  278  |
| 537034599 |  278  |
| 537034966 |  277  |
| 537036406 |  277  |
| 537050050 |  277  |
| 537035183 |  277  |
| 537038833 |  277  |
| 537038887 |  277  |
| 537038909 |  277  |
| 537032748 |  277  |
| 537039129 |  277  |
| 537047592 |  277  |
| 537031363 |  277  |
| 537039623 |  277  |
| 537040975 |  277  |
| 537033124 |  277  |
| 537050384 |  277  |
| 537035503 |  276  |
| 537036436 |  276  |
| 537046710 |  276  |
| 537037607 |  276  |
| 537037972 |  276  |
| 537046291 |  276  |
| 537030257 |  276  |
| 537043210 |  276  |
| 537049373 |  276  |
| 537041708 |  276  |
| 537050092 |  276  |
| 537034221 |  276  |
| 537043183 |  275  |
| 537043867 |  275  |
| 537037353 |  275  |
| 537037904 |  275  |
| 537030764 |  275  |
| 537042345 |  275  |
| 537031682 |  275  |
| 537040265 |  275  |
| 537033285 |  275  |
| 537041694 |  275  |
| 537037308 |  274  |
| 537030318 |  274  |
| 537038380 |  274  |
| 537030399 |  274  |
| 537049750 |  274  |
| 537040939 |  274  |
| 537049253 |  274  |
| 537049634 |  274  |
| 537043097 |  273  |
| 537044331 |  273  |
| 537037399 |  273  |
| 537030332 |  273  |
| 537038715 |  273  |
| 537049114 |  273  |
| 537039683 |  273  |
| 537047926 |  273  |
| 537047993 |  273  |
| 537048243 |  273  |
| 537049249 |  273  |
| 537047761 |  272  |
| 537049306 |  272  |
| 537041508 |  272  |
| 537050118 |  272  |
| 537050366 |  272  |
| 537039305 |  271  |
| 537047028 |  271  |
| 537040573 |  271  |
| 537034409 |  271  |
| 537042258 |  271  |
| 537042797 |  271  |
| 537043099 |  270  |
| 537043222 |  270  |
| 537049823 |  270  |
| 537036679 |  270  |
| 537036865 |  270  |
| 537037096 |  270  |
| 537037299 |  270  |
| 537037708 |  270  |
| 537031868 |  270  |
| 537048883 |  270  |
| 537032817 |  270  |
| 537033676 |  270  |
| 537040794 |  270  |
| 537035447 |  269  |
| 537043778 |  269  |
| 537044441 |  269  |
| 537044797 |  269  |
| 537045727 |  269  |
| 537047605 |  269  |
| 537041194 |  269  |
| 537033807 |  269  |
| 537042817 |  269  |
| 537038874 |  268  |
| 537036626 |  268  |
| 537037636 |  268  |
| 537032518 |  268  |
| 537030980 |  268  |
| 537047448 |  268  |
| 537031775 |  268  |
| 537049862 |  268  |
| 537041519 |  268  |
| 537036134 |  267  |
| 537036164 |  267  |
| 537045011 |  267  |
| 537037529 |  267  |
| 537042675 |  267  |
| 537038002 |  267  |
| 537038341 |  267  |
| 537037062 |  267  |
| 537039435 |  267  |
| 537039622 |  267  |
| 537048055 |  267  |
| 537032857 |  267  |
| 537049332 |  267  |
| 537048108 |  267  |
| 537041423 |  267  |
| 537034165 |  267  |
| 537042722 |  267  |
| 537045876 |  266  |
| 537037713 |  266  |
| 537046417 |  266  |
| 537038382 |  266  |
| 537031037 |  266  |
| 537031796 |  266  |
| 537048480 |  266  |
| 537040436 |  266  |
| 537040469 |  266  |
| 537041526 |  266  |
| 537033814 |  266  |
| 537033411 |  265  |
| 537046046 |  265  |
| 537030701 |  265  |
| 537044169 |  265  |
| 537036093 |  265  |
| 537037378 |  265  |
| 537040988 |  265  |
| 537039741 |  265  |
| 537032125 |  265  |
| 537049382 |  265  |
| 537034268 |  265  |
| 537042108 |  265  |
| 537049712 |  265  |
| 537044416 |  264  |
| 537036376 |  264  |
| 537037087 |  264  |
| 537037927 |  264  |
| 537048331 |  264  |
| 537047217 |  264  |
| 537041026 |  264  |
| 537041459 |  264  |
| 537050434 |  264  |
| 537038785 |  264  |
| 537035107 |  263  |
| 537044105 |  263  |
| 537040419 |  263  |
| 537044439 |  263  |
| 537037381 |  263  |
| 537038107 |  263  |
| 537047747 |  263  |
| 537031303 |  263  |
| 537049452 |  263  |
| 537041414 |  263  |
| 537041750 |  263  |
| 537033613 |  263  |
| 537042976 |  262  |
| 537032055 |  262  |
| 537043184 |  262  |
| 537040511 |  262  |
| 537037273 |  262  |
| 537041649 |  262  |
| 537038884 |  262  |
| 537039646 |  262  |
| 537030303 |  262  |
| 537042764 |  262  |
| 537036091 |  261  |
| 537036280 |  261  |
| 537038412 |  261  |
| 537046979 |  261  |
| 537031974 |  261  |
| 537040522 |  261  |
| 537048190 |  261  |
| 537044286 |  261  |
| 537044072 |  260  |
| 537044652 |  260  |
| 537046352 |  260  |
| 537038318 |  260  |
| 537038533 |  260  |
| 537031351 |  260  |
| 537032847 |  260  |
| 537039947 |  260  |
| 537040678 |  260  |
| 537049126 |  260  |
| 537034147 |  260  |
| 537050654 |  260  |
| 537040251 |  259  |
| 537044308 |  259  |
| 537045735 |  259  |
| 537030654 |  259  |
| 537031957 |  259  |
| 537035661 |  259  |
| 537048113 |  259  |
| 537041288 |  259  |
| 537049662 |  259  |
| 537033337 |  259  |
| 537049949 |  259  |
| 537048355 |  259  |
| 537043547 |  258  |
| 537036031 |  258  |
| 537036227 |  258  |
| 537036230 |  258  |
| 537036940 |  258  |
| 537037158 |  258  |
| 537037659 |  258  |
| 537033990 |  258  |
| 537030963 |  258  |
| 537031016 |  258  |
| 537047595 |  258  |
| 537040440 |  258  |
| 537045290 |  258  |
| 537049162 |  258  |
| 537035834 |  258  |
| 537041513 |  258  |
| 537047934 |  258  |
| 537050742 |  258  |
| 537043182 |  257  |
| 537035785 |  257  |
| 537036117 |  257  |
| 537030820 |  257  |
| 537048531 |  257  |
| 537048966 |  257  |
| 537041185 |  257  |
| 537031540 |  257  |
| 537043007 |  256  |
| 537037862 |  256  |
| 537046313 |  256  |
| 537047711 |  256  |
| 537038893 |  256  |
| 537030844 |  256  |
| 537040774 |  256  |
| 537037992 |  256  |
| 537039426 |  256  |
| 537047983 |  256  |
| 537048087 |  256  |
| 537032079 |  256  |
| 537040443 |  256  |
| 537032261 |  256  |
| 537048988 |  256  |
| 537032495 |  256  |
| 537042942 |  256  |
| 537036192 |  255  |
| 537037386 |  255  |
| 537047581 |  255  |
| 537048978 |  255  |
| 537038297 |  255  |
| 537044427 |  255  |
| 537022656 |  255  |
| 537039249 |  255  |
| 537040163 |  255  |
| 537035347 |  255  |
| 537041644 |  255  |
| 537041962 |  255  |
| 537030737 |  254  |
| 537036202 |  254  |
| 537033230 |  254  |
| 537036937 |  254  |
| 537045204 |  254  |
| 537050218 |  254  |
| 537037575 |  254  |
| 537037664 |  254  |
| 537038172 |  254  |
| 537040480 |  254  |
| 537049107 |  254  |
| 537041256 |  254  |
| 537041791 |  254  |
| 537041991 |  254  |
| 537034119 |  254  |
| 537047881 |  254  |
| 537042953 |  253  |
| 537047157 |  253  |
| 537043714 |  253  |
| 537036803 |  253  |
| 537037306 |  253  |
| 537046790 |  253  |
| 537038869 |  253  |
| 537039901 |  253  |
| 537049039 |  253  |
| 537033026 |  253  |
| 537033221 |  253  |
| 537042072 |  253  |
| 537042941 |  253  |
| 537035156 |  252  |
| 537036150 |  252  |
| 537044812 |  252  |
| 537042485 |  252  |
| 537046316 |  252  |
| 537048105 |  252  |
| 537048550 |  252  |
| 537048608 |  252  |
| 537030694 |  251  |
| 537044381 |  251  |
| 537035767 |  251  |
| 537036180 |  251  |
| 537044513 |  251  |
| 537033280 |  251  |
| 537035193 |  251  |
| 537047048 |  251  |
| 537045194 |  251  |
| 537041352 |  251  |
| 537041616 |  251  |
| 537034027 |  251  |
| 537035954 |  250  |
| 537036793 |  250  |
| 537037908 |  250  |
| 537030437 |  250  |
| 537038634 |  250  |
| 537049068 |  250  |
| 537038940 |  250  |
| 537031021 |  250  |
| 537032070 |  250  |
| 537040498 |  250  |
| 537035810 |  250  |
| 537041576 |  250  |
| 537035899 |  250  |
| 537041872 |  250  |
| 537045591 |  250  |
| 537034630 |  250  |
| 537043410 |  249  |
| 537044997 |  249  |
| 537037225 |  249  |
| 537038488 |  249  |
| 537047401 |  249  |
| 537043092 |  248  |
| 537035534 |  248  |
| 537043748 |  248  |
| 537036169 |  248  |
| 537032309 |  248  |
| 537030689 |  248  |
| 537048426 |  248  |
| 537048474 |  248  |
| 537032800 |  248  |
| 537033848 |  248  |
| 537035926 |  247  |
| 537040592 |  247  |
| 537037246 |  247  |
| 537033574 |  247  |
| 537045603 |  247  |
| 537050757 |  247  |
| 537040748 |  247  |
| 537041171 |  247  |
| 537041544 |  247  |
| 537047902 |  247  |
| 537034125 |  247  |
| 537044658 |  246  |
| 537037256 |  246  |
| 537046086 |  246  |
| 537030563 |  246  |
| 537048161 |  246  |
| 537048280 |  246  |
| 537050048 |  246  |
| 537040815 |  246  |
| 537034674 |  246  |
| 537043201 |  245  |
| 537033551 |  245  |
| 537044575 |  245  |
| 537037262 |  245  |
| 537046275 |  245  |
| 537039290 |  245  |
| 537047784 |  245  |
| 537048688 |  245  |
| 537035776 |  245  |
| 537049451 |  245  |
| 537035507 |  244  |
| 537038979 |  244  |
| 537042267 |  244  |
| 537043255 |  244  |
| 537044964 |  244  |
| 537038028 |  244  |
| 537038055 |  244  |
| 537030358 |  244  |
| 537038611 |  244  |
| 537030938 |  244  |
| 537040208 |  244  |
| 537048673 |  244  |
| 537049473 |  244  |
| 537050799 |  244  |
| 537042845 |  244  |
| 537043388 |  243  |
| 537035631 |  243  |
| 537037500 |  243  |
| 537040010 |  243  |
| 537041016 |  243  |
| 537049342 |  243  |
| 537050002 |  243  |
| 537044075 |  243  |
| 537046004 |  242  |
| 537033995 |  242  |
| 537031116 |  242  |
| 537038039 |  242  |
| 537032796 |  242  |
| 537049224 |  242  |
| 537049431 |  242  |
| 537041241 |  242  |
| 537033171 |  242  |
| 537034002 |  242  |
| 537035794 |  241  |
| 537040370 |  241  |
| 537030966 |  241  |
| 537041215 |  241  |
| 537037450 |  241  |
| 537045678 |  241  |
| 537037552 |  241  |
| 537033592 |  241  |
| 537039068 |  241  |
| 537049241 |  241  |
| 537048216 |  241  |
| 537031789 |  241  |
| 537041153 |  241  |
| 537041577 |  241  |
| 537033517 |  241  |
| 537038829 |  241  |
| 537036805 |  240  |
| 537046219 |  240  |
| 537040354 |  240  |
| 537048822 |  240  |
| 537039899 |  240  |
| 537033111 |  240  |
| 537050236 |  240  |
| 537046289 |  239  |
| 537042843 |  239  |
| 537046664 |  239  |
| 537031599 |  239  |
| 537049881 |  239  |
| 537049931 |  239  |
| 537042757 |  239  |
| 537039403 |  239  |
| 537043372 |  238  |
| 537035775 |  238  |
| 537036320 |  238  |
| 537036875 |  238  |
| 537045912 |  238  |
| 537046185 |  238  |
| 537041542 |  238  |
| 537049952 |  238  |
| 537042667 |  238  |
| 537050121 |  238  |
| 537035400 |  237  |
| 537037550 |  237  |
| 537038493 |  237  |
| 537039182 |  237  |
| 537048374 |  237  |
| 537040690 |  237  |
| 537041129 |  237  |
| 537033439 |  237  |
| 537050656 |  237  |
| 537050766 |  237  |
| 537043338 |  236  |
| 537044226 |  236  |
| 537036271 |  236  |
| 537037692 |  236  |
| 537039240 |  236  |
| 537039639 |  236  |
| 537031328 |  236  |
| 537047795 |  236  |
| 537047922 |  236  |
| 537044301 |  236  |
| 537032264 |  236  |
| 537049593 |  236  |
| 537033515 |  236  |
| 537033545 |  236  |
| 537044648 |  235  |
| 537048820 |  235  |
| 537046673 |  235  |
| 537037895 |  235  |
| 537048962 |  235  |
| 537030584 |  235  |
| 537038919 |  235  |
| 537039388 |  235  |
| 537047601 |  235  |
| 537047653 |  235  |
| 537031660 |  235  |
| 537040807 |  235  |
| 537048558 |  234  |
| 537043996 |  234  |
| 537036265 |  234  |
| 537037743 |  234  |
| 537038015 |  234  |
| 537039070 |  234  |
| 537032156 |  234  |
| 537049346 |  234  |
| 537045434 |  234  |
| 537033057 |  234  |
| 537044639 |  234  |
| 537046906 |  234  |
| 537044542 |  233  |
| 537045698 |  233  |
| 537038774 |  233  |
| 537035525 |  233  |
| 537048140 |  233  |
| 537043214 |  232  |
| 537036412 |  232  |
| 537036895 |  232  |
| 537038673 |  232  |
| 537047152 |  232  |
| 537039246 |  232  |
| 537035556 |  232  |
| 537048724 |  232  |
| 537041698 |  232  |
| 537034464 |  232  |
| 537038856 |  231  |
| 537043308 |  231  |
| 537043939 |  231  |
| 537036455 |  231  |
| 537037518 |  231  |
| 537037865 |  231  |
| 537047928 |  231  |
| 537041108 |  231  |
| 537044569 |  230  |
| 537045543 |  230  |
| 537046392 |  230  |
| 537030360 |  230  |
| 537030552 |  230  |
| 537047033 |  230  |
| 537047598 |  230  |
| 537032411 |  230  |
| 537049086 |  230  |
| 537048253 |  230  |
| 537045257 |  229  |
| 537037778 |  229  |
| 537031601 |  229  |
| 537040679 |  229  |
| 537033101 |  229  |
| 537034193 |  229  |
| 537043548 |  228  |
| 537035544 |  228  |
| 537043749 |  228  |
| 537035682 |  228  |
| 537035912 |  228  |
| 537045341 |  228  |
| 537037576 |  228  |
| 537038250 |  228  |
| 537048573 |  228  |
| 537039533 |  228  |
| 537039918 |  228  |
| 537049519 |  228  |
| 537049211 |  228  |
| 537049691 |  228  |
| 537033492 |  228  |
| 537042346 |  228  |
| 537034430 |  228  |
| 537048375 |  228  |
| 537034655 |  228  |
| 537040325 |  227  |
| 537035836 |  227  |
| 537036708 |  227  |
| 537037384 |  227  |
| 537046263 |  227  |
| 537038153 |  227  |
| 537030336 |  227  |
| 537030407 |  227  |
| 537046811 |  227  |
| 537030594 |  227  |
| 537040924 |  227  |
| 537039059 |  227  |
| 537047962 |  227  |
| 537039863 |  227  |
| 537048570 |  227  |
| 537034428 |  227  |
| 537035241 |  226  |
| 537043646 |  226  |
| 537036451 |  226  |
| 537045047 |  226  |
| 537037848 |  226  |
| 537039010 |  226  |
| 537031560 |  226  |
| 537031497 |  226  |
| 537040770 |  226  |
| 537050220 |  226  |
| 537050497 |  226  |
| 537035649 |  225  |
| 537036461 |  225  |
| 537037453 |  225  |
| 537038170 |  225  |
| 537032709 |  225  |
| 537049345 |  225  |
| 537049090 |  225  |
| 537035251 |  224  |
| 537036203 |  224  |
| 537035023 |  224  |
| 537037252 |  224  |
| 537045458 |  224  |
| 537037370 |  224  |
| 537037385 |  224  |
| 537045937 |  224  |
| 537044543 |  224  |
| 537039410 |  224  |
| 537039576 |  224  |
